token_entity_id,token_symbol,token_name,first_monitoring_tag_datetime_utc,first_seed_tag_datetime_utc,vote_to_delist_datetime_utc,vote_to_delist_result,monitoring_tag_removed_datetime_utc,seed_tag_removed_datetime_utc,delisting_announcement_datetime_utc,effective_delisting_datetime_utc,was_delisted_after_tag,was_delisted_without_known_prior_tag,days_from_monitoring_tag_to_delisting,days_from_monitoring_tag_to_tag_removal,final_outcome,primary_scenario_stub,event_count,has_pair_removal_control_event,manual_review_required,entity_notes
NMR,NMR,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
NOM,NOM,,2026-04-30T07:00:05Z,,,,,,,,no,no,,,still_tagged,PENDING_PRICE_ANALYSIS,2,yes,no,pair_removal_observed_but_not_token_delisting
NON,NON,,,,,,,,2025-03-03T09:00:03Z,2025-03-31T23:59:00Z,no,yes,,,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,1,no,yes,
NOT,NOT,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
NTRN,NTRN,Binance Will List Neutron,2026-03-13T09:00:23Z,2023-10-10T07:45:17Z,,,,,2026-03-18T09:00:08Z,2026-04-01T03:00:00Z,yes,no,4,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,5,yes,no,
NULS,NULS,,2025-03-04T08:01:22Z,,,published,,,2025-04-08T06:00:07Z,2025-04-16T03:00:00Z,yes,no,34,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,3,no,no,
NXPC,NXPC,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
OAX,OAX,,,,,,,,2024-11-26T08:30:14Z,2024-12-10T03:00:00Z,no,yes,,,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,1,no,no,
OBOL,OBOL,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
OCEAN,OCEAN,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
OG,OG,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
OGN,OGN,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
OL,OL,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
OM,OM,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
OMG,OMG,,,,,,,,2024-06-03T03:00:20Z,2024-06-17T03:00:00Z,no,yes,,,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,2,no,no,
OMNI,OMNI,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
ONDO,ONDO,,,,,,,2026-03-06T08:29:56Z,,,no,no,,,unknown,UNKNOWN,1,no,no,
ONE,ONE,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
ONT,ONT,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
OOKI,OOKI,,,,,,,,2024-10-23T07:00:37Z,2024-11-06T03:00:00Z,no,yes,,,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,1,no,no,
OP,OP,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,7,yes,no,pair_removal_observed_but_not_token_delisting
OPG,OPG,Binance Will List Genius Terminal (GENIUS) and OpenGradient,,2026-05-22T07:18:35Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,1,no,no,
OPN,OPN,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
ORBS,ORBS,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
ORCA,ORCA,Binance Will List Across Protocol (ACX) and Orca,,2024-12-06T08:34:18Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
ORDI,ORDI,Binance Will List ORDI,,2023-11-07T06:44:13Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,4,yes,no,pair_removal_observed_but_not_token_delisting
OSMO,OSMO,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
OXT,OXT,,2026-03-06T08:29:56Z,,,,,,2026-04-09T06:00:05Z,2026-04-23T03:00:00Z,yes,no,33,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,3,yes,no,
PAXG,PAXG,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
PDA,PDA,,2025-04-03T07:00:36Z,,,,,,2025-04-24T04:00:05Z,2025-05-02T03:00:00Z,yes,no,20,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,3,yes,no,
PENDLE,PENDLE,,,,,,,2024-10-03T07:00:05Z,,,no,no,,,unknown,UNKNOWN,3,yes,no,pair_removal_observed_but_not_token_delisting
PENGU,PENGU,,,,,,,2025-07-21T02:29:56Z,,,no,no,,,unknown,UNKNOWN,3,yes,no,pair_removal_observed_but_not_token_delisting
PEOPLE,PEOPLE,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
PEPE,PEPE,,,,,,,2025-07-21T02:29:56Z,,,no,no,,,unknown,UNKNOWN,2,yes,no,pair_removal_observed_but_not_token_delisting
PERL,PERL,,,,,,,,2023-11-27T06:00:26Z,2023-12-07T03:00:00Z,no,yes,,,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,1,no,no,
PERP,PERP,,2025-04-03T07:00:36Z,,,,,,2025-10-29T03:00:04Z,2025-11-12T03:00:00Z,yes,no,208,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,5,yes,no,
PHA,PHA,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
PHB,PHB,,2026-03-13T09:00:23Z,,,,,,2026-05-13T08:00:04Z,2026-05-27T03:00:00Z,yes,no,60,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,4,yes,no,
PIVX,PIVX,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
PIXEL,PIXEL,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
PLUME,PLUME,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
PNT,PNT,,,,,,,,2024-03-20T06:00:07Z,2024-04-03T03:00:00Z,no,yes,,,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,1,no,no,
PNUT,PNUT,The AI Prophecy (ACT) and Peanut the Squirrel,,2024-11-11T05:39:29Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,5,yes,no,pair_removal_observed_but_not_token_delisting
POL,POL,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
POLS,POLS,,2024-07-01T07:00:03Z,,,,,,2024-07-08T07:01:09Z,2024-07-22T03:00:00Z,yes,no,7,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,4,yes,no,
POLYX,POLYX,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
POND,POND,,2026-04-30T07:00:05Z,,,,,,,,no,no,,,still_tagged,PENDING_PRICE_ANALYSIS,3,yes,no,pair_removal_observed_but_not_token_delisting
PONKE,PONKE,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
PORT3,PORT3,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
PORTAL,PORTAL,,2025-05-07T08:00:33Z,,,,,,,,no,no,,,still_tagged,PENDING_PRICE_ANALYSIS,3,yes,no,pair_removal_observed_but_not_token_delisting
PORTO,PORTO,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
POWR,POWR,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
PROM,PROM,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
PROS,PROS,,2024-10-03T07:00:05Z,,,published,,,2025-04-08T06:00:07Z,2025-04-16T03:00:00Z,yes,no,186,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,4,yes,no,
PROVE,PROVE,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
PSG,PSG,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
PUFFER,PUFFER,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
PUMP,PUMP,fun,,2025-09-11T11:37:53Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,1,no,no,
PUNDIX,PUNDIX,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
PYR,PYR,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
PYTH,PYTH,Binance Will List Pyth Network,,2024-02-02T07:50:07Z,,,2025-07-09T01:59:56Z,,,,no,no,,,tag_removed,TAG_REMOVED_PENDING_PRICE_ANALYSIS,4,yes,no,pair_removal_observed_but_not_token_delisting
QI,QI,,2026-03-13T09:00:23Z,,,,,,,,no,no,,,still_tagged,PENDING_PRICE_ANALYSIS,3,yes,no,pair_removal_observed_but_not_token_delisting
QKC,QKC,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
QNT,QNT,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
QTUM,QTUM,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
QUICK,QUICK,,2026-04-30T07:00:05Z,,,,,,,,no,no,,,still_tagged,PENDING_PRICE_ANALYSIS,4,yes,no,pair_removal_observed_but_not_token_delisting
RAD,RAD,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,2,yes,no,pair_removal_observed_but_not_token_delisting
RARE,RARE,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
RAY,RAY,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
RDNT,RDNT,,2026-03-13T09:00:23Z,,,,,,2026-03-18T09:00:08Z,2026-04-01T03:00:00Z,yes,no,4,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,4,yes,no,
RED,RED,Binance Will End the RedStone,,2025-03-05T08:15:02Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
REEF,REEF,,2024-01-04T07:00:09Z,,,,,,2024-08-12T07:00:11Z,2024-08-26T03:00:00Z,yes,no,221,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,4,yes,no,
REI,REI,,2025-05-07T08:00:33Z,,,,,,2025-12-03T06:29:56Z,2025-12-17T03:00:00Z,yes,no,209,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,3,no,no,
REMOVE,REMOVE,,2025-01-02T09:00:19Z,,,,,,,,no,no,,,still_tagged,PENDING_PRICE_ANALYSIS,4,no,no,
REN,REN,,,,,,,,2024-11-26T08:30:14Z,2024-12-10T03:00:00Z,no,yes,,,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,1,no,no,
RENDER,RENDER,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
REQ,REQ,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
RESOLV,RESOLV,,2026-04-14T02:30:06Z,,,,,,,,no,no,,,still_tagged,PENDING_PRICE_ANALYSIS,3,yes,no,pair_removal_observed_but_not_token_delisting
REZ,REZ,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
RIF,RIF,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
RLC,RLC,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
RLS,RLS,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
RNDR,RNDR,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
ROBO,ROBO,Binance Will List Fabric Protocol,,2026-03-04T13:13:14Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,1,no,no,
RONIN,RONIN,Binance Will List Ronin,,2024-02-05T09:11:36Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
ROSE,ROSE,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
RPL,RPL,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
RSR,RSR,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
RUNE,RUNE,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,5,yes,no,pair_removal_observed_but_not_token_delisting
RVN,RVN,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
RVV,RVV,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
SAGA,SAGA,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
SAHARA,SAHARA,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
SAND,SAND,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,5,yes,no,pair_removal_observed_but_not_token_delisting
SANTOS,SANTOS,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
SAPIEN,SAPIEN,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
SC,SC,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
SCR,SCR,Binance Will End the Scroll,,2024-10-18T01:22:09Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
SCRT,SCRT,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
SEI,SEI,,,,,,,2024-10-03T07:00:05Z,,,no,no,,,unknown,UNKNOWN,4,yes,no,pair_removal_observed_but_not_token_delisting
SENT,SENT,Binance Will List Sentient,,2026-01-22T05:25:54Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,1,no,no,
SFP,SFP,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
SHELL,SHELL,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
SHIB,SHIB,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
SIGN,SIGN,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
SKATE,SKATE,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
SKL,SKL,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
SKY,SKY,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
SLERF,SLERF,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,coin_m_futures_review
SLF,SLF,,2025-07-07T03:29:57Z,,,,,,2025-09-03T02:59:54Z,2025-09-17T03:00:00Z,yes,no,57,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,2,no,no,
SLP,SLP,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,2,yes,no,pair_removal_observed_but_not_token_delisting
SNM,SNM,,,,,,,,2023-08-15T07:01:08Z,2023-08-22T03:00:00Z,no,yes,,,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,1,no,no,
SNT,SNT,,2024-07-01T07:00:03Z,,,published,,,2025-04-08T06:00:07Z,2025-04-16T03:00:00Z,yes,no,280,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,4,no,no,
SNX,SNX,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,4,yes,no,pair_removal_observed_but_not_token_delisting
SOL,SOL,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,2,yes,no,pair_removal_observed_but_not_token_delisting
SOLV,SOLV,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
SOMI,SOMI,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
SOPH,SOPH,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
SPK,SPK,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
SRM,SRM,,,,,,,,2023-08-15T07:01:08Z,2023-08-22T03:00:00Z,no,yes,,,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,1,no,no,
SSV,SSV,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
STEEM,STEEM,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
STG,STG,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
STMX,STMX,,2025-01-02T09:00:19Z,,,,,,2025-02-17T07:00:24Z,2025-02-24T03:00:00Z,yes,no,45,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,2,no,no,
STO,STO,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
STORJ,STORJ,,2026-05-22T08:00:04Z,,,,,,,,no,no,,,still_tagged,PENDING_PRICE_ANALYSIS,2,yes,no,pair_removal_observed_but_not_token_delisting
STPT,STPT,,2025-03-04T08:01:22Z,,,,,,,,no,no,,,still_tagged,PENDING_PRICE_ANALYSIS,2,no,no,
STRAX,STRAX,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
STRK,STRK,Binance Will List Starknet,,2024-02-20T02:25:22Z,,,,2025-04-03T07:00:36Z,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,4,yes,no,pair_removal_observed_but_not_token_delisting
STX,STX,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
SUI,SUI,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
SUN,SUN,,2024-07-01T07:00:03Z,,,,2025-01-02T09:00:19Z,,,,no,no,,185,tag_removed,TAG_REMOVED_PENDING_PRICE_ANALYSIS,3,no,no,
SUPER,SUPER,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
SUSHI,SUSHI,,,,,,,2024-01-04T07:00:09Z,,,no,no,,,unknown,UNKNOWN,3,yes,no,pair_removal_observed_but_not_token_delisting
SWELL,SWELL,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
SXP,SXP,,2025-12-01T04:30:24Z,,,,,,2026-03-18T09:00:08Z,2026-04-01T03:00:00Z,yes,no,107,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,6,yes,no,
SXT,SXT,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
SYN,SYN,,2026-05-22T08:00:04Z,,,,,,,,no,no,,,still_tagged,PENDING_PRICE_ANALYSIS,2,yes,no,pair_removal_observed_but_not_token_delisting
SYRUP,SYRUP,Binance Will List Maple Finance,,2025-05-06T11:25:20Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,1,no,no,
SYS,SYS,,2026-04-14T02:30:06Z,,,,,,2026-05-13T08:00:04Z,2026-05-27T03:00:00Z,yes,no,29,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,4,yes,no,
TANSSI,TANSSI,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
TAO,TAO,Binance Will List Bittensor,,2024-04-11T06:43:58Z,,,2025-07-09T01:59:56Z,,,,no,no,,,tag_removed,TAG_REMOVED_PENDING_PRICE_ANALYSIS,2,no,no,
TFUEL,TFUEL,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
THE,THE,,,,,,2025-07-09T01:59:56Z,,,,no,no,,,tag_removed,TAG_REMOVED_PENDING_PRICE_ANALYSIS,4,yes,no,pair_removal_observed_but_not_token_delisting
THETA,THETA,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,4,yes,no,pair_removal_observed_but_not_token_delisting
TIA,TIA,Binance Will List Celestia,,2023-10-30T13:18:52Z,,,,2025-01-02T09:00:19Z,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,5,yes,no,pair_removal_observed_but_not_token_delisting
TKO,TKO,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
TLM,TLM,,2026-05-22T08:00:04Z,,,,,,,,no,no,,,still_tagged,PENDING_PRICE_ANALYSIS,4,yes,no,pair_removal_observed_but_not_token_delisting
TNSR,TNSR,Binance Will List Tensor,,2024-04-08T11:44:17Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
TOKEN,TOKEN,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,1,no,no,
TOMO,TOMO,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,1,yes,no,pair_removal_observed_but_not_token_delisting
TON,TON,Binance Will List Toncoin,,2024-08-08T05:39:28Z,,,,2025-04-03T07:00:36Z,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
TORN,TORN,,,,,,,,2023-11-27T06:00:26Z,2023-12-07T03:00:00Z,no,yes,,,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,1,no,no,
TOWNS,TOWNS,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
TRB,TRB,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
TREE,TREE,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
TROY,TROY,,2025-01-02T09:00:19Z,,,published,,,2025-04-08T06:00:07Z,2025-04-16T03:00:00Z,yes,no,95,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,3,no,no,
TRU,TRU,,2026-04-14T02:30:06Z,,,,,,2026-04-17T09:00:06Z,2026-04-28T03:00:00Z,yes,no,3,,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,3,yes,no,
TRUMP,TRUMP,Binance Will List OFFICIAL TRUMP,,2025-01-19T04:05:42Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,3,yes,no,pair_removal_observed_but_not_token_delisting
TRX,TRX,,,,,,,,,,no,no,,,futures_only_delisting,FUTURES_ONLY_DELISTING,3,yes,no,pair_removal_observed_but_not_token_delisting
TST,TST,Binance Will List Cheems (1000CHEEMS) and Test,,2025-02-09T07:10:31Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
TURBO,TURBO,"Binance Will List First Neiro on Ethereum (NEIRO), Turbo",,2024-09-16T05:45:02Z,,,,,,,no,no,,,seed_tag_only,SEED_TAG_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
TURTLE,TURTLE,,,,,,,,,,no,no,,,spot_pair_removed_only,PAIR_REMOVAL_ONLY,2,yes,no,pair_removal_observed_but_not_token_delisting
